hap_id	gene	retained_donor	annotated_sequence_copies	typing_common_methods_eligible	typing_exclusion_reasons	strict_structural_screen_eligible	all_classical_matched_comparison_eligible	source_type	panel_flags
KOREF1#1	HLA-DQA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF1#1	HLA-DQB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF1#1	HLA-DPA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF1#1	HLA-DPB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF1#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF1#1	HLA-DRB4	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF1#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF1#2	HLA-A	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF1#2	HLA-B	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF1#2	HLA-C	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF1#2	HLA-DRB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF1#2	HLA-DQA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF1#2	HLA-DQB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF1#2	HLA-DPA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF1#2	HLA-DPB1	1	1	0	no_current_exact_cds_match	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF1#2	HLA-DRB3	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF1#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF1#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF2#1	HLA-A	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KOREF2#1	HLA-B	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KOREF2#1	HLA-C	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KOREF2#1	HLA-DRB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KOREF2#1	HLA-DQA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KOREF2#1	HLA-DQB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KOREF2#1	HLA-DPA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KOREF2#1	HLA-DPB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KOREF2#1	HLA-DRB3	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KOREF2#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KOREF2#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KOREF2#2	HLA-A	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF2#2	HLA-B	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF2#2	HLA-C	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF2#2	HLA-DRB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF2#2	HLA-DQA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF2#2	HLA-DQB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF2#2	HLA-DPA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF2#2	HLA-DPB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF2#2	HLA-DRB3	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF2#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KOREF2#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-071#1	HLA-A	1	1	0	no_current_exact_cds_match	0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KPanRef-071#1	HLA-B	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KPanRef-071#1	HLA-C	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KPanRef-071#1	HLA-DRB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KPanRef-071#1	HLA-DQA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KPanRef-071#1	HLA-DQB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KPanRef-071#1	HLA-DPA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KPanRef-071#1	HLA-DPB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KPanRef-071#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KPanRef-071#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KPanRef-071#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;downstream_graph_clipping_loss
KPanRef-071#2	HLA-A	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-071#2	HLA-B	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-071#2	HLA-C	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-071#2	HLA-DRB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-071#2	HLA-DQA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-071#2	HLA-DQB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-071#2	HLA-DPA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-071#2	HLA-DPB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-071#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-071#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-071#2	HLA-DRB5	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#1	HLA-A	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#1	HLA-B	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#1	HLA-C	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#1	HLA-DRB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#1	HLA-DQA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#1	HLA-DQB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#1	HLA-DPA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#1	HLA-DPB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#1	HLA-DRB4	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#2	HLA-A	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#2	HLA-B	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#2	HLA-C	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#2	HLA-DRB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#2	HLA-DQA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#2	HLA-DQB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#2	HLA-DPA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#2	HLA-DPB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#2	HLA-DRB4	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-072#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-073#1	HLA-A	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source
KPanRef-073#1	HLA-B	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source
KPanRef-073#1	HLA-C	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source
KPanRef-073#1	HLA-DRB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source
KPanRef-073#1	HLA-DQA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source
KPanRef-073#1	HLA-DQB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source
KPanRef-073#1	HLA-DPA1	1	1	0	no_current_exact_cds_match	0	0	clipped_graph_paths	upstream_clipped_graph_source
KPanRef-073#1	HLA-DPB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source
KPanRef-073#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source
KPanRef-073#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source
KPanRef-073#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source
KPanRef-073#2	HLA-A	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-073#2	HLA-B	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-073#2	HLA-C	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-073#2	HLA-DRB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-073#2	HLA-DQA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-073#2	HLA-DQB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-073#2	HLA-DPA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-073#2	HLA-DPB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-073#2	HLA-DRB3	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-073#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-073#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#1	HLA-A	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#1	HLA-B	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#1	HLA-C	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#1	HLA-DRB1	1	1	0	no_current_exact_cds_match	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#1	HLA-DQA1	1	1	0	no_current_exact_cds_match	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#1	HLA-DQB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#1	HLA-DPA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#1	HLA-DPB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#1	HLA-DRB3	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#2	HLA-A	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#2	HLA-B	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#2	HLA-C	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#2	HLA-DRB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#2	HLA-DQA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#2	HLA-DQB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#2	HLA-DPA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#2	HLA-DPB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#2	HLA-DRB4	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-074#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-075#1	HLA-A	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-075#1	HLA-B	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-075#1	HLA-C	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-075#1	HLA-DRB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-075#1	HLA-DQA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-075#1	HLA-DQB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-075#1	HLA-DPA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-075#1	HLA-DPB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-075#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-075#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-075#1	HLA-DRB5	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-075#2	HLA-A	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-075#2	HLA-B	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-075#2	HLA-C	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-075#2	HLA-DRB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-075#2	HLA-DQA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-075#2	HLA-DQB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-075#2	HLA-DPA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-075#2	HLA-DPB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-075#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-075#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-075#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-076#1	HLA-A	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-076#1	HLA-B	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-076#1	HLA-C	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-076#1	HLA-DRB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-076#1	HLA-DQA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-076#1	HLA-DQB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-076#1	HLA-DPA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-076#1	HLA-DPB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-076#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-076#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-076#1	HLA-DRB5	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-076#2	HLA-A	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-076#2	HLA-B	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-076#2	HLA-C	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-076#2	HLA-DRB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-076#2	HLA-DQA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-076#2	HLA-DQB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-076#2	HLA-DPA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-076#2	HLA-DPB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-076#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-076#2	HLA-DRB4	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-076#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation
KPanRef-076-M#1	HLA-A	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_core_missing_or_multiple_annotations;downstream_graph_clipping_loss
KPanRef-076-M#1	HLA-B	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_core_missing_or_multiple_annotations;downstream_graph_clipping_loss
KPanRef-076-M#1	HLA-C	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_core_missing_or_multiple_annotations;downstream_graph_clipping_loss
KPanRef-076-M#1	HLA-DRB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_core_missing_or_multiple_annotations;downstream_graph_clipping_loss
KPanRef-076-M#1	HLA-DQA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_core_missing_or_multiple_annotations;downstream_graph_clipping_loss
KPanRef-076-M#1	HLA-DQB1	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_core_missing_or_multiple_annotations;downstream_graph_clipping_loss
KPanRef-076-M#1	HLA-DPA1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_core_missing_or_multiple_annotations;downstream_graph_clipping_loss
KPanRef-076-M#1	HLA-DPB1	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_core_missing_or_multiple_annotations;downstream_graph_clipping_loss
KPanRef-076-M#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_core_missing_or_multiple_annotations;downstream_graph_clipping_loss
KPanRef-076-M#1	HLA-DRB4	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_core_missing_or_multiple_annotations;downstream_graph_clipping_loss
KPanRef-076-M#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_core_missing_or_multiple_annotations;downstream_graph_clipping_loss
KPanRef-076-M#2	HLA-A	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
KPanRef-076-M#2	HLA-B	1	1	1		0	0	clipped_graph_paths	upstream_clipped_graph_source;DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
