hap_id	gene	retained_donor	annotated_sequence_copies	typing_common_methods_eligible	typing_exclusion_reasons	strict_structural_screen_eligible	all_classical_matched_comparison_eligible	source_type	panel_flags
HG00320#1	HLA-B	1	1	1		1	1	assembly_or_reference	
HG00320#1	HLA-C	1	1	1		1	1	assembly_or_reference	
HG00320#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG00320#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG00320#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG00320#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG00320#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG00320#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00320#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00320#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00320#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00320#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00320#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00320#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00320#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00320#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00320#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00320#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00320#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00320#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00320#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00321#1	HLA-A	1	1	1		1	1	assembly_or_reference	
HG00321#1	HLA-B	1	1	1		1	1	assembly_or_reference	
HG00321#1	HLA-C	1	1	1		1	1	assembly_or_reference	
HG00321#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG00321#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG00321#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG00321#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG00321#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG00321#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00321#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00321#1	HLA-DRB5	1	1	1		1	1	assembly_or_reference	
HG00321#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00321#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00321#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00321#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00321#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00321#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00321#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00321#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00321#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00321#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00321#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00323#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00323#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00323#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00323#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00323#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00323#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00323#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00323#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00323#1	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00323#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00323#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00323#2	HLA-A	1	1	1		1	1	assembly_or_reference	
HG00323#2	HLA-B	1	1	1		1	1	assembly_or_reference	
HG00323#2	HLA-C	1	1	1		1	1	assembly_or_reference	
HG00323#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG00323#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG00323#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG00323#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG00323#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG00323#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00323#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00323#2	HLA-DRB5	1	1	1		1	1	assembly_or_reference	
HG00329#1	HLA-A	1	1	1		1	1	assembly_or_reference	
HG00329#1	HLA-B	1	1	1		1	1	assembly_or_reference	
HG00329#1	HLA-C	1	1	1		1	1	assembly_or_reference	
HG00329#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG00329#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG00329#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG00329#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG00329#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG00329#1	HLA-DRB3	1	1	1		1	1	assembly_or_reference	
HG00329#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00329#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00329#2	HLA-A	1	1	1		1	1	assembly_or_reference	
HG00329#2	HLA-B	1	1	1		1	1	assembly_or_reference	
HG00329#2	HLA-C	1	1	1		1	1	assembly_or_reference	
HG00329#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG00329#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG00329#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG00329#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG00329#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG00329#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00329#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00329#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00344#1	HLA-A	1	1	1		1	1	assembly_or_reference	
HG00344#1	HLA-B	1	1	1		1	1	assembly_or_reference	
HG00344#1	HLA-C	1	1	1		1	1	assembly_or_reference	
HG00344#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG00344#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG00344#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG00344#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG00344#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG00344#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00344#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00344#1	HLA-DRB5	1	1	1		1	1	assembly_or_reference	
HG00344#2	HLA-A	1	1	1		1	1	assembly_or_reference	
HG00344#2	HLA-B	1	1	1		1	1	assembly_or_reference	
HG00344#2	HLA-C	1	1	1		1	1	assembly_or_reference	
HG00344#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG00344#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG00344#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG00344#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG00344#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG00344#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00344#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00344#2	HLA-DRB5	1	1	1		1	1	assembly_or_reference	
HG00350#1	HLA-A	1	1	1		1	1	assembly_or_reference	
HG00350#1	HLA-B	1	1	1		1	1	assembly_or_reference	
HG00350#1	HLA-C	1	1	1		1	1	assembly_or_reference	
HG00350#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG00350#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG00350#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG00350#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG00350#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG00350#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00350#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00350#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00350#2	HLA-A	1	1	1		1	1	assembly_or_reference	
HG00350#2	HLA-B	1	1	1		1	1	assembly_or_reference	
HG00350#2	HLA-C	1	1	1		1	1	assembly_or_reference	
HG00350#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG00350#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG00350#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG00350#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG00350#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG00350#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00350#2	HLA-DRB4	1	1	1		1	1	assembly_or_reference	
HG00350#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00408#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00408#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00408#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00408#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00408#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00408#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00408#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00408#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00408#1	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00408#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00408#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00408#2	HLA-A	1	1	1		1	1	assembly_or_reference	
HG00408#2	HLA-B	1	1	1		1	1	assembly_or_reference	
HG00408#2	HLA-C	1	1	1		1	1	assembly_or_reference	
HG00408#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG00408#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG00408#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG00408#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG00408#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG00408#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00408#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00408#2	HLA-DRB5	1	1	1		1	1	assembly_or_reference	
HG00423#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00423#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00423#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00423#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00423#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00423#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00423#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00423#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00423#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00423#1	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00423#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00423#2	HLA-A	1	1	1		1	1	assembly_or_reference	
HG00423#2	HLA-B	1	1	1		1	1	assembly_or_reference	
HG00423#2	HLA-C	1	1	1		1	1	assembly_or_reference	
HG00423#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG00423#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG00423#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG00423#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG00423#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG00423#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00423#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00423#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00438#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#1	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#2	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00438#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#1	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#2	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG005#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00544#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00544#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00544#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00544#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00544#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00544#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00544#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00544#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00544#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00544#1	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00544#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00544#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00544#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00544#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00544#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00544#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00544#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00544#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00544#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00544#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00544#2	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00544#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00558#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00558#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00558#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00558#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00558#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00558#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00558#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00558#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00558#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00558#1	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00558#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG00558#2	HLA-A	1	1	1		1	1	assembly_or_reference	
HG00558#2	HLA-B	1	1	1		1	1	assembly_or_reference	
HG00558#2	HLA-C	1	1	1		1	1	assembly_or_reference	
HG00558#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG00558#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG00558#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG00558#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG00558#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG00558#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00558#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00558#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG00597#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00597#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00597#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00597#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG00597#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
