gene	method	split	cohort	rarity	n	called	correct	accuracy_all	call_rate	accuracy_called	majority_accuracy
HLA-DRB1	gene_sequence	leave_family_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DRB1	gene_sequence	leave_family_out	HPRC-Rest	ALL	354	349	342	0.9661016949152542	0.9858757062146892	0.9799426934097422	0.10451977401129943
HLA-DRB1	gene_sequence	leave_family_out	JaSaPaGe-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.1
HLA-DRB1	gene_sequence	leave_family_out	JaSaPaGe-Saudi	ALL	18	18	18	1.0	1.0	1.0	0.1111111111111111
HLA-DRB1	gene_sequence	leave_family_out	KPanRef-Korean	ALL	24	24	24	1.0	1.0	1.0	0.125
HLA-DRB3	classII_bundles_fixed_panel	leave_cohort_out	ALL	ALL	302	302	284	0.9403973509933775	1.0	0.9403973509933775	0.5364238410596026
HLA-DRB3	classII_bundles_fixed_panel	leave_cohort_out	ALL	more_than_5_donors	284	284	271	0.954225352112676	1.0	0.954225352112676	0.5704225352112676
HLA-DRB3	classII_bundles_fixed_panel	leave_cohort_out	ALL	rare_1_to_5_donors	14	14	13	0.9285714285714286	1.0	0.9285714285714286	0.0
HLA-DRB3	classII_bundles_fixed_panel	leave_cohort_out	ALL	unseen	4	4	0	0.0	1.0	0.0	0.0
HLA-DRB3	classII_bundles_fixed_panel	leave_cohort_out	APR	ALL	41	41	41	1.0	1.0	1.0	0.7804878048780488
HLA-DRB3	classII_bundles_fixed_panel	leave_cohort_out	CPC-Chinese	ALL	52	52	48	0.9230769230769231	1.0	0.9230769230769231	0.4423076923076923
HLA-DRB3	classII_bundles_fixed_panel	leave_cohort_out	HPRC-EastAsian	ALL	27	27	25	0.9259259259259259	1.0	0.9259259259259259	0.6666666666666666
HLA-DRB3	classII_bundles_fixed_panel	leave_cohort_out	HPRC-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.5
HLA-DRB3	classII_bundles_fixed_panel	leave_cohort_out	HPRC-Rest	ALL	153	153	141	0.9215686274509803	1.0	0.9215686274509803	0.49019607843137253
HLA-DRB3	classII_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Japanese	ALL	3	3	3	1.0	1.0	1.0	0.0
HLA-DRB3	classII_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Saudi	ALL	8	8	8	1.0	1.0	1.0	0.5
HLA-DRB3	classII_bundles_fixed_panel	leave_cohort_out	KPanRef-Korean	ALL	8	8	8	1.0	1.0	1.0	0.625
HLA-DRB3	classII_bundles_fixed_panel	leave_family_out	ALL	ALL	302	302	291	0.9635761589403974	1.0	0.9635761589403974	0.5364238410596026
HLA-DRB3	classII_bundles_fixed_panel	leave_family_out	ALL	more_than_5_donors	298	298	288	0.9664429530201343	1.0	0.9664429530201343	0.5436241610738255
HLA-DRB3	classII_bundles_fixed_panel	leave_family_out	ALL	rare_1_to_5_donors	3	3	3	1.0	1.0	1.0	0.0
HLA-DRB3	classII_bundles_fixed_panel	leave_family_out	ALL	unseen	1	1	0	0.0	1.0	0.0	0.0
HLA-DRB3	classII_bundles_fixed_panel	leave_family_out	APR	ALL	41	41	41	1.0	1.0	1.0	0.7804878048780488
HLA-DRB3	classII_bundles_fixed_panel	leave_family_out	CPC-Chinese	ALL	52	52	50	0.9615384615384616	1.0	0.9615384615384616	0.4423076923076923
HLA-DRB3	classII_bundles_fixed_panel	leave_family_out	HPRC-EastAsian	ALL	27	27	25	0.9259259259259259	1.0	0.9259259259259259	0.6666666666666666
HLA-DRB3	classII_bundles_fixed_panel	leave_family_out	HPRC-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.5
HLA-DRB3	classII_bundles_fixed_panel	leave_family_out	HPRC-Rest	ALL	153	153	146	0.954248366013072	1.0	0.954248366013072	0.49019607843137253
HLA-DRB3	classII_bundles_fixed_panel	leave_family_out	JaSaPaGe-Japanese	ALL	3	3	3	1.0	1.0	1.0	0.0
HLA-DRB3	classII_bundles_fixed_panel	leave_family_out	JaSaPaGe-Saudi	ALL	8	8	8	1.0	1.0	1.0	0.5
HLA-DRB3	classII_bundles_fixed_panel	leave_family_out	KPanRef-Korean	ALL	8	8	8	1.0	1.0	1.0	0.625
HLA-DRB3	coding_sequence	leave_cohort_out	ALL	ALL	302	302	298	0.9867549668874173	1.0	0.9867549668874173	0.5364238410596026
HLA-DRB3	coding_sequence	leave_cohort_out	ALL	more_than_5_donors	284	284	284	1.0	1.0	1.0	0.5704225352112676
HLA-DRB3	coding_sequence	leave_cohort_out	ALL	rare_1_to_5_donors	14	14	14	1.0	1.0	1.0	0.0
HLA-DRB3	coding_sequence	leave_cohort_out	ALL	unseen	4	4	0	0.0	1.0	0.0	0.0
HLA-DRB3	coding_sequence	leave_cohort_out	APR	ALL	41	41	41	1.0	1.0	1.0	0.7804878048780488
HLA-DRB3	coding_sequence	leave_cohort_out	CPC-Chinese	ALL	52	52	49	0.9423076923076923	1.0	0.9423076923076923	0.4423076923076923
HLA-DRB3	coding_sequence	leave_cohort_out	HPRC-EastAsian	ALL	27	27	27	1.0	1.0	1.0	0.6666666666666666
HLA-DRB3	coding_sequence	leave_cohort_out	HPRC-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.5
HLA-DRB3	coding_sequence	leave_cohort_out	HPRC-Rest	ALL	153	153	152	0.9934640522875817	1.0	0.9934640522875817	0.49019607843137253
HLA-DRB3	coding_sequence	leave_cohort_out	JaSaPaGe-Japanese	ALL	3	3	3	1.0	1.0	1.0	0.0
HLA-DRB3	coding_sequence	leave_cohort_out	JaSaPaGe-Saudi	ALL	8	8	8	1.0	1.0	1.0	0.5
HLA-DRB3	coding_sequence	leave_cohort_out	KPanRef-Korean	ALL	8	8	8	1.0	1.0	1.0	0.625
HLA-DRB3	coding_sequence	leave_family_out	ALL	ALL	302	302	301	0.9966887417218543	1.0	0.9966887417218543	0.5364238410596026
HLA-DRB3	coding_sequence	leave_family_out	ALL	more_than_5_donors	298	298	298	1.0	1.0	1.0	0.5436241610738255
HLA-DRB3	coding_sequence	leave_family_out	ALL	rare_1_to_5_donors	3	3	3	1.0	1.0	1.0	0.0
HLA-DRB3	coding_sequence	leave_family_out	ALL	unseen	1	1	0	0.0	1.0	0.0	0.0
HLA-DRB3	coding_sequence	leave_family_out	APR	ALL	41	41	41	1.0	1.0	1.0	0.7804878048780488
HLA-DRB3	coding_sequence	leave_family_out	CPC-Chinese	ALL	52	52	52	1.0	1.0	1.0	0.4423076923076923
HLA-DRB3	coding_sequence	leave_family_out	HPRC-EastAsian	ALL	27	27	27	1.0	1.0	1.0	0.6666666666666666
HLA-DRB3	coding_sequence	leave_family_out	HPRC-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.5
HLA-DRB3	coding_sequence	leave_family_out	HPRC-Rest	ALL	153	153	152	0.9934640522875817	1.0	0.9934640522875817	0.49019607843137253
HLA-DRB3	coding_sequence	leave_family_out	JaSaPaGe-Japanese	ALL	3	3	3	1.0	1.0	1.0	0.0
HLA-DRB3	coding_sequence	leave_family_out	JaSaPaGe-Saudi	ALL	8	8	8	1.0	1.0	1.0	0.5
HLA-DRB3	coding_sequence	leave_family_out	KPanRef-Korean	ALL	8	8	8	1.0	1.0	1.0	0.625
HLA-DRB3	coding_sequence_all_31mers	leave_cohort_out	ALL	ALL	302	302	298	0.9867549668874173	1.0	0.9867549668874173	0.5364238410596026
HLA-DRB3	coding_sequence_all_31mers	leave_cohort_out	ALL	more_than_5_donors	284	284	284	1.0	1.0	1.0	0.5704225352112676
HLA-DRB3	coding_sequence_all_31mers	leave_cohort_out	ALL	rare_1_to_5_donors	14	14	14	1.0	1.0	1.0	0.0
HLA-DRB3	coding_sequence_all_31mers	leave_cohort_out	ALL	unseen	4	4	0	0.0	1.0	0.0	0.0
HLA-DRB3	coding_sequence_all_31mers	leave_cohort_out	APR	ALL	41	41	41	1.0	1.0	1.0	0.7804878048780488
HLA-DRB3	coding_sequence_all_31mers	leave_cohort_out	CPC-Chinese	ALL	52	52	49	0.9423076923076923	1.0	0.9423076923076923	0.4423076923076923
HLA-DRB3	coding_sequence_all_31mers	leave_cohort_out	HPRC-EastAsian	ALL	27	27	27	1.0	1.0	1.0	0.6666666666666666
HLA-DRB3	coding_sequence_all_31mers	leave_cohort_out	HPRC-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.5
HLA-DRB3	coding_sequence_all_31mers	leave_cohort_out	HPRC-Rest	ALL	153	153	152	0.9934640522875817	1.0	0.9934640522875817	0.49019607843137253
HLA-DRB3	coding_sequence_all_31mers	leave_cohort_out	JaSaPaGe-Japanese	ALL	3	3	3	1.0	1.0	1.0	0.0
HLA-DRB3	coding_sequence_all_31mers	leave_cohort_out	JaSaPaGe-Saudi	ALL	8	8	8	1.0	1.0	1.0	0.5
HLA-DRB3	coding_sequence_all_31mers	leave_cohort_out	KPanRef-Korean	ALL	8	8	8	1.0	1.0	1.0	0.625
HLA-DRB3	coding_sequence_all_31mers	leave_family_out	ALL	ALL	302	302	301	0.9966887417218543	1.0	0.9966887417218543	0.5364238410596026
HLA-DRB3	coding_sequence_all_31mers	leave_family_out	ALL	more_than_5_donors	298	298	298	1.0	1.0	1.0	0.5436241610738255
HLA-DRB3	coding_sequence_all_31mers	leave_family_out	ALL	rare_1_to_5_donors	3	3	3	1.0	1.0	1.0	0.0
HLA-DRB3	coding_sequence_all_31mers	leave_family_out	ALL	unseen	1	1	0	0.0	1.0	0.0	0.0
HLA-DRB3	coding_sequence_all_31mers	leave_family_out	APR	ALL	41	41	41	1.0	1.0	1.0	0.7804878048780488
HLA-DRB3	coding_sequence_all_31mers	leave_family_out	CPC-Chinese	ALL	52	52	52	1.0	1.0	1.0	0.4423076923076923
HLA-DRB3	coding_sequence_all_31mers	leave_family_out	HPRC-EastAsian	ALL	27	27	27	1.0	1.0	1.0	0.6666666666666666
HLA-DRB3	coding_sequence_all_31mers	leave_family_out	HPRC-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.5
HLA-DRB3	coding_sequence_all_31mers	leave_family_out	HPRC-Rest	ALL	153	153	152	0.9934640522875817	1.0	0.9934640522875817	0.49019607843137253
HLA-DRB3	coding_sequence_all_31mers	leave_family_out	JaSaPaGe-Japanese	ALL	3	3	3	1.0	1.0	1.0	0.0
HLA-DRB3	coding_sequence_all_31mers	leave_family_out	JaSaPaGe-Saudi	ALL	8	8	8	1.0	1.0	1.0	0.5
HLA-DRB3	coding_sequence_all_31mers	leave_family_out	KPanRef-Korean	ALL	8	8	8	1.0	1.0	1.0	0.625
HLA-DRB3	flanks_only	leave_cohort_out	ALL	ALL	302	290	285	0.9437086092715232	0.9602649006622517	0.9827586206896551	0.5364238410596026
HLA-DRB3	flanks_only	leave_cohort_out	ALL	more_than_5_donors	284	272	271	0.954225352112676	0.9577464788732394	0.9963235294117647	0.5704225352112676
HLA-DRB3	flanks_only	leave_cohort_out	ALL	rare_1_to_5_donors	14	14	14	1.0	1.0	1.0	0.0
HLA-DRB3	flanks_only	leave_cohort_out	ALL	unseen	4	4	0	0.0	1.0	0.0	0.0
HLA-DRB3	flanks_only	leave_cohort_out	APR	ALL	41	40	39	0.9512195121951219	0.975609756097561	0.975	0.7804878048780488
HLA-DRB3	flanks_only	leave_cohort_out	CPC-Chinese	ALL	52	50	47	0.9038461538461539	0.9615384615384616	0.94	0.4423076923076923
HLA-DRB3	flanks_only	leave_cohort_out	HPRC-EastAsian	ALL	27	18	18	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666
HLA-DRB3	flanks_only	leave_cohort_out	HPRC-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.5
HLA-DRB3	flanks_only	leave_cohort_out	HPRC-Rest	ALL	153	153	152	0.9934640522875817	1.0	0.9934640522875817	0.49019607843137253
HLA-DRB3	flanks_only	leave_cohort_out	JaSaPaGe-Japanese	ALL	3	3	3	1.0	1.0	1.0	0.0
HLA-DRB3	flanks_only	leave_cohort_out	JaSaPaGe-Saudi	ALL	8	8	8	1.0	1.0	1.0	0.5
HLA-DRB3	flanks_only	leave_cohort_out	KPanRef-Korean	ALL	8	8	8	1.0	1.0	1.0	0.625
HLA-DRB3	flanks_only	leave_family_out	ALL	ALL	302	269	267	0.8841059602649006	0.890728476821192	0.9925650557620818	0.5364238410596026
HLA-DRB3	flanks_only	leave_family_out	ALL	more_than_5_donors	298	268	267	0.8959731543624161	0.8993288590604027	0.996268656716418	0.5436241610738255
HLA-DRB3	flanks_only	leave_family_out	ALL	rare_1_to_5_donors	3	0	0	0.0	0.0		0.0
HLA-DRB3	flanks_only	leave_family_out	ALL	unseen	1	1	0	0.0	1.0	0.0	0.0
HLA-DRB3	flanks_only	leave_family_out	APR	ALL	41	40	39	0.9512195121951219	0.975609756097561	0.975	0.7804878048780488
HLA-DRB3	flanks_only	leave_family_out	CPC-Chinese	ALL	52	33	33	0.6346153846153846	0.6346153846153846	1.0	0.4423076923076923
HLA-DRB3	flanks_only	leave_family_out	HPRC-EastAsian	ALL	27	18	18	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666
HLA-DRB3	flanks_only	leave_family_out	HPRC-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.5
HLA-DRB3	flanks_only	leave_family_out	HPRC-Rest	ALL	153	149	148	0.9673202614379085	0.9738562091503268	0.9932885906040269	0.49019607843137253
HLA-DRB3	flanks_only	leave_family_out	JaSaPaGe-Japanese	ALL	3	3	3	1.0	1.0	1.0	0.0
HLA-DRB3	flanks_only	leave_family_out	JaSaPaGe-Saudi	ALL	8	8	8	1.0	1.0	1.0	0.5
HLA-DRB3	flanks_only	leave_family_out	KPanRef-Korean	ALL	8	8	8	1.0	1.0	1.0	0.625
HLA-DRB3	gene_bundles_fixed_panel	leave_cohort_out	ALL	ALL	302	182	178	0.5894039735099338	0.6026490066225165	0.978021978021978	0.5364238410596026
HLA-DRB3	gene_bundles_fixed_panel	leave_cohort_out	ALL	more_than_5_donors	284	178	178	0.6267605633802817	0.6267605633802817	1.0	0.5704225352112676
HLA-DRB3	gene_bundles_fixed_panel	leave_cohort_out	ALL	rare_1_to_5_donors	14	0	0	0.0	0.0		0.0
HLA-DRB3	gene_bundles_fixed_panel	leave_cohort_out	ALL	unseen	4	4	0	0.0	1.0	0.0	0.0
HLA-DRB3	gene_bundles_fixed_panel	leave_cohort_out	APR	ALL	41	19	19	0.4634146341463415	0.4634146341463415	1.0	0.7804878048780488
HLA-DRB3	gene_bundles_fixed_panel	leave_cohort_out	CPC-Chinese	ALL	52	37	34	0.6538461538461539	0.7115384615384616	0.918918918918919	0.4423076923076923
HLA-DRB3	gene_bundles_fixed_panel	leave_cohort_out	HPRC-EastAsian	ALL	27	13	13	0.48148148148148145	0.48148148148148145	1.0	0.6666666666666666
HLA-DRB3	gene_bundles_fixed_panel	leave_cohort_out	HPRC-Japanese	ALL	10	5	5	0.5	0.5	1.0	0.5
HLA-DRB3	gene_bundles_fixed_panel	leave_cohort_out	HPRC-Rest	ALL	153	98	97	0.6339869281045751	0.6405228758169934	0.9897959183673469	0.49019607843137253
HLA-DRB3	gene_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Japanese	ALL	3	2	2	0.6666666666666666	0.6666666666666666	1.0	0.0
HLA-DRB3	gene_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Saudi	ALL	8	4	4	0.5	0.5	1.0	0.5
HLA-DRB3	gene_bundles_fixed_panel	leave_cohort_out	KPanRef-Korean	ALL	8	4	4	0.5	0.5	1.0	0.625
HLA-DRB3	gene_bundles_fixed_panel	leave_family_out	ALL	ALL	302	138	137	0.45364238410596025	0.45695364238410596	0.9927536231884058	0.5364238410596026
HLA-DRB3	gene_bundles_fixed_panel	leave_family_out	ALL	more_than_5_donors	298	137	137	0.4597315436241611	0.4597315436241611	1.0	0.5436241610738255
HLA-DRB3	gene_bundles_fixed_panel	leave_family_out	ALL	rare_1_to_5_donors	3	0	0	0.0	0.0		0.0
HLA-DRB3	gene_bundles_fixed_panel	leave_family_out	ALL	unseen	1	1	0	0.0	1.0	0.0	0.0
HLA-DRB3	gene_bundles_fixed_panel	leave_family_out	APR	ALL	41	19	19	0.4634146341463415	0.4634146341463415	1.0	0.7804878048780488
HLA-DRB3	gene_bundles_fixed_panel	leave_family_out	CPC-Chinese	ALL	52	19	19	0.36538461538461536	0.36538461538461536	1.0	0.4423076923076923
HLA-DRB3	gene_bundles_fixed_panel	leave_family_out	HPRC-EastAsian	ALL	27	13	13	0.48148148148148145	0.48148148148148145	1.0	0.6666666666666666
HLA-DRB3	gene_bundles_fixed_panel	leave_family_out	HPRC-Japanese	ALL	10	5	5	0.5	0.5	1.0	0.5
HLA-DRB3	gene_bundles_fixed_panel	leave_family_out	HPRC-Rest	ALL	153	72	71	0.46405228758169936	0.47058823529411764	0.9861111111111112	0.49019607843137253
HLA-DRB3	gene_bundles_fixed_panel	leave_family_out	JaSaPaGe-Japanese	ALL	3	2	2	0.6666666666666666	0.6666666666666666	1.0	0.0
HLA-DRB3	gene_bundles_fixed_panel	leave_family_out	JaSaPaGe-Saudi	ALL	8	4	4	0.5	0.5	1.0	0.5
HLA-DRB3	gene_bundles_fixed_panel	leave_family_out	KPanRef-Korean	ALL	8	4	4	0.5	0.5	1.0	0.625
HLA-DRB3	gene_content	leave_cohort_out	ALL	ALL	302	48	30	0.09933774834437085	0.15894039735099338	0.625	0.5364238410596026
HLA-DRB3	gene_content	leave_cohort_out	ALL	more_than_5_donors	284	37	21	0.07394366197183098	0.13028169014084506	0.5675675675675675	0.5704225352112676
HLA-DRB3	gene_content	leave_cohort_out	ALL	rare_1_to_5_donors	14	11	9	0.6428571428571429	0.7857142857142857	0.8181818181818182	0.0
HLA-DRB3	gene_content	leave_cohort_out	ALL	unseen	4	0	0	0.0	0.0		0.0
HLA-DRB3	gene_content	leave_cohort_out	APR	ALL	41	3	3	0.07317073170731707	0.07317073170731707	1.0	0.7804878048780488
HLA-DRB3	gene_content	leave_cohort_out	CPC-Chinese	ALL	52	5	4	0.07692307692307693	0.09615384615384616	0.8	0.4423076923076923
HLA-DRB3	gene_content	leave_cohort_out	HPRC-EastAsian	ALL	27	1	1	0.037037037037037035	0.037037037037037035	1.0	0.6666666666666666
HLA-DRB3	gene_content	leave_cohort_out	HPRC-Japanese	ALL	10	1	1	0.1	0.1	1.0	0.5
HLA-DRB3	gene_content	leave_cohort_out	HPRC-Rest	ALL	153	33	20	0.13071895424836602	0.21568627450980393	0.6060606060606061	0.49019607843137253
HLA-DRB3	gene_content	leave_cohort_out	JaSaPaGe-Japanese	ALL	3	0	0	0.0	0.0		0.0
HLA-DRB3	gene_content	leave_cohort_out	JaSaPaGe-Saudi	ALL	8	4	1	0.125	0.5	0.25	0.5
HLA-DRB3	gene_content	leave_cohort_out	KPanRef-Korean	ALL	8	1	0	0.0	0.125	0.0	0.625
HLA-DRB3	gene_content	leave_family_out	ALL	ALL	302	37	26	0.08609271523178808	0.12251655629139073	0.7027027027027027	0.5364238410596026
HLA-DRB3	gene_content	leave_family_out	ALL	more_than_5_donors	298	37	26	0.087248322147651	0.12416107382550336	0.7027027027027027	0.5436241610738255
HLA-DRB3	gene_content	leave_family_out	ALL	rare_1_to_5_donors	3	0	0	0.0	0.0		0.0
HLA-DRB3	gene_content	leave_family_out	ALL	unseen	1	0	0	0.0	0.0		0.0
HLA-DRB3	gene_content	leave_family_out	APR	ALL	41	3	3	0.07317073170731707	0.07317073170731707	1.0	0.7804878048780488
HLA-DRB3	gene_content	leave_family_out	CPC-Chinese	ALL	52	4	3	0.057692307692307696	0.07692307692307693	0.75	0.4423076923076923
HLA-DRB3	gene_content	leave_family_out	HPRC-EastAsian	ALL	27	1	1	0.037037037037037035	0.037037037037037035	1.0	0.6666666666666666
HLA-DRB3	gene_content	leave_family_out	HPRC-Japanese	ALL	10	1	1	0.1	0.1	1.0	0.5
HLA-DRB3	gene_content	leave_family_out	HPRC-Rest	ALL	153	23	17	0.1111111111111111	0.1503267973856209	0.7391304347826086	0.49019607843137253
HLA-DRB3	gene_content	leave_family_out	JaSaPaGe-Japanese	ALL	3	0	0	0.0	0.0		0.0
HLA-DRB3	gene_content	leave_family_out	JaSaPaGe-Saudi	ALL	8	4	1	0.125	0.5	0.25	0.5
HLA-DRB3	gene_content	leave_family_out	KPanRef-Korean	ALL	8	1	0	0.0	0.125	0.0	0.625
HLA-DRB3	gene_sequence	leave_cohort_out	ALL	ALL	302	297	293	0.9701986754966887	0.9834437086092715	0.9865319865319865	0.5364238410596026
HLA-DRB3	gene_sequence	leave_cohort_out	ALL	more_than_5_donors	284	279	279	0.9823943661971831	0.9823943661971831	1.0	0.5704225352112676
HLA-DRB3	gene_sequence	leave_cohort_out	ALL	rare_1_to_5_donors	14	14	14	1.0	1.0	1.0	0.0
HLA-DRB3	gene_sequence	leave_cohort_out	ALL	unseen	4	4	0	0.0	1.0	0.0	0.0
HLA-DRB3	gene_sequence	leave_cohort_out	APR	ALL	41	41	41	1.0	1.0	1.0	0.7804878048780488
HLA-DRB3	gene_sequence	leave_cohort_out	CPC-Chinese	ALL	52	52	49	0.9423076923076923	1.0	0.9423076923076923	0.4423076923076923
HLA-DRB3	gene_sequence	leave_cohort_out	HPRC-EastAsian	ALL	27	22	22	0.8148148148148148	0.8148148148148148	1.0	0.6666666666666666
HLA-DRB3	gene_sequence	leave_cohort_out	HPRC-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.5
HLA-DRB3	gene_sequence	leave_cohort_out	HPRC-Rest	ALL	153	153	152	0.9934640522875817	1.0	0.9934640522875817	0.49019607843137253
HLA-DRB3	gene_sequence	leave_cohort_out	JaSaPaGe-Japanese	ALL	3	3	3	1.0	1.0	1.0	0.0
HLA-DRB3	gene_sequence	leave_cohort_out	JaSaPaGe-Saudi	ALL	8	8	8	1.0	1.0	1.0	0.5
HLA-DRB3	gene_sequence	leave_cohort_out	KPanRef-Korean	ALL	8	8	8	1.0	1.0	1.0	0.625
HLA-DRB3	gene_sequence	leave_family_out	ALL	ALL	302	286	285	0.9437086092715232	0.9470198675496688	0.9965034965034965	0.5364238410596026
HLA-DRB3	gene_sequence	leave_family_out	ALL	more_than_5_donors	298	285	285	0.9563758389261745	0.9563758389261745	1.0	0.5436241610738255
HLA-DRB3	gene_sequence	leave_family_out	ALL	rare_1_to_5_donors	3	0	0	0.0	0.0		0.0
HLA-DRB3	gene_sequence	leave_family_out	ALL	unseen	1	1	0	0.0	1.0	0.0	0.0
HLA-DRB3	gene_sequence	leave_family_out	APR	ALL	41	41	41	1.0	1.0	1.0	0.7804878048780488
HLA-DRB3	gene_sequence	leave_family_out	CPC-Chinese	ALL	52	41	41	0.7884615384615384	0.7884615384615384	1.0	0.4423076923076923
HLA-DRB3	gene_sequence	leave_family_out	HPRC-EastAsian	ALL	27	22	22	0.8148148148148148	0.8148148148148148	1.0	0.6666666666666666
HLA-DRB3	gene_sequence	leave_family_out	HPRC-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.5
HLA-DRB3	gene_sequence	leave_family_out	HPRC-Rest	ALL	153	153	152	0.9934640522875817	1.0	0.9934640522875817	0.49019607843137253
HLA-DRB3	gene_sequence	leave_family_out	JaSaPaGe-Japanese	ALL	3	3	3	1.0	1.0	1.0	0.0
HLA-DRB3	gene_sequence	leave_family_out	JaSaPaGe-Saudi	ALL	8	8	8	1.0	1.0	1.0	0.5
HLA-DRB3	gene_sequence	leave_family_out	KPanRef-Korean	ALL	8	8	8	1.0	1.0	1.0	0.625
HLA-DRB4	classII_bundles_fixed_panel	leave_cohort_out	ALL	ALL	180	180	164	0.9111111111111111	1.0	0.9111111111111111	0.8666666666666667
HLA-DRB4	classII_bundles_fixed_panel	leave_cohort_out	ALL	more_than_5_donors	158	158	155	0.9810126582278481	1.0	0.9810126582278481	0.9873417721518988
HLA-DRB4	classII_bundles_fixed_panel	leave_cohort_out	ALL	rare_1_to_5_donors	21	21	9	0.42857142857142855	1.0	0.42857142857142855	0.0
HLA-DRB4	classII_bundles_fixed_panel	leave_cohort_out	ALL	unseen	1	1	0	0.0	1.0	0.0	0.0
HLA-DRB4	classII_bundles_fixed_panel	leave_cohort_out	APR	ALL	16	16	16	1.0	1.0	1.0	0.875
HLA-DRB4	classII_bundles_fixed_panel	leave_cohort_out	CPC-Chinese	ALL	23	23	23	1.0	1.0	1.0	1.0
HLA-DRB4	classII_bundles_fixed_panel	leave_cohort_out	HPRC-EastAsian	ALL	21	21	21	1.0	1.0	1.0	1.0
HLA-DRB4	classII_bundles_fixed_panel	leave_cohort_out	HPRC-Japanese	ALL	11	11	10	0.9090909090909091	1.0	0.9090909090909091	0.9090909090909091
HLA-DRB4	classII_bundles_fixed_panel	leave_cohort_out	HPRC-Jewish	ALL	1	1	1	1.0	1.0	1.0	1.0
HLA-DRB4	classII_bundles_fixed_panel	leave_cohort_out	HPRC-Rest	ALL	84	84	69	0.8214285714285714	1.0	0.8214285714285714	0.75
HLA-DRB4	classII_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Japanese	ALL	5	5	5	1.0	1.0	1.0	1.0
HLA-DRB4	classII_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Saudi	ALL	8	8	8	1.0	1.0	1.0	1.0
HLA-DRB4	classII_bundles_fixed_panel	leave_cohort_out	KPanRef-Korean	ALL	11	11	11	1.0	1.0	1.0	1.0
HLA-DRB4	classII_bundles_fixed_panel	leave_family_out	ALL	ALL	180	180	176	0.9777777777777777	1.0	0.9777777777777777	0.8666666666666667
HLA-DRB4	classII_bundles_fixed_panel	leave_family_out	ALL	more_than_5_donors	179	179	176	0.9832402234636871	1.0	0.9832402234636871	0.8715083798882681
HLA-DRB4	classII_bundles_fixed_panel	leave_family_out	ALL	unseen	1	1	0	0.0	1.0	0.0	0.0
HLA-DRB4	classII_bundles_fixed_panel	leave_family_out	APR	ALL	16	16	16	1.0	1.0	1.0	0.875
HLA-DRB4	classII_bundles_fixed_panel	leave_family_out	CPC-Chinese	ALL	23	23	23	1.0	1.0	1.0	1.0
HLA-DRB4	classII_bundles_fixed_panel	leave_family_out	HPRC-EastAsian	ALL	21	21	21	1.0	1.0	1.0	1.0
HLA-DRB4	classII_bundles_fixed_panel	leave_family_out	HPRC-Japanese	ALL	11	11	10	0.9090909090909091	1.0	0.9090909090909091	0.9090909090909091
HLA-DRB4	classII_bundles_fixed_panel	leave_family_out	HPRC-Jewish	ALL	1	1	1	1.0	1.0	1.0	1.0
HLA-DRB4	classII_bundles_fixed_panel	leave_family_out	HPRC-Rest	ALL	84	84	81	0.9642857142857143	1.0	0.9642857142857143	0.75
HLA-DRB4	classII_bundles_fixed_panel	leave_family_out	JaSaPaGe-Japanese	ALL	5	5	5	1.0	1.0	1.0	1.0
HLA-DRB4	classII_bundles_fixed_panel	leave_family_out	JaSaPaGe-Saudi	ALL	8	8	8	1.0	1.0	1.0	1.0
HLA-DRB4	classII_bundles_fixed_panel	leave_family_out	KPanRef-Korean	ALL	11	11	11	1.0	1.0	1.0	1.0
HLA-DRB4	coding_sequence	leave_cohort_out	ALL	ALL	180	180	179	0.9944444444444445	1.0	0.9944444444444445	0.8666666666666667
HLA-DRB4	coding_sequence	leave_cohort_out	ALL	more_than_5_donors	158	158	158	1.0	1.0	1.0	0.9873417721518988
HLA-DRB4	coding_sequence	leave_cohort_out	ALL	rare_1_to_5_donors	21	21	21	1.0	1.0	1.0	0.0
HLA-DRB4	coding_sequence	leave_cohort_out	ALL	unseen	1	1	0	0.0	1.0	0.0	0.0
HLA-DRB4	coding_sequence	leave_cohort_out	APR	ALL	16	16	16	1.0	1.0	1.0	0.875
